STATE,COUNTY,2020,2021,2022
45,057,96576,100522,104577
45,059,67624,67817,67965
45,061,16533,16266,16153
45,063,295033,300482,304797
45,065,9505,9782,9764
45,067,29083,28839,28450
45,069,26481,26265,26039
45,071,37731,37957,38247
45,073,78778,79322,80180
45,075,83956,82798,83094
45,077,131669,132079,133462
45,079,415645,417132,421566
45,081,18830,18821,18938
45,083,329365,335406,345831
45,085,105474,104856,104012
45,087,27176,26994,26752
45,089,30908,30384,30058
45,091,284032,289255,294248
46,000,887799,896164,909824
46,003,2733,2732,2755
46,005,19165,19182,19376
46,007,3389,3400,3336
46,009,6973,7011,7062
46,011,34350,34710,35484
46,013,38222,38090,37972
46,015,5253,5254,5321
46,017,1938,1912,1861
46,019,10286,10530,10774
46,021,1377,1375,1349
46,023,9356,9186,9213
46,025,3855,3867,3912
46,027,14996,15155,15280
46,029,28350,28467,28721
46,031,3891,3843,3826
46,033,8334,8635,9006
46,035,19962,19926,19973
46,037,5442,5435,5479
46,039,4294,4280,4352
46,041,5224,5218,5140
46,043,2829,2809,2776
46,045,3982,4028,4065
46,047,6972,7189,7370
46,049,2128,2126,2126
46,051,7532,7532,7463
46,053,3997,3952,3962
46,055,1870,1834,1826
46,057,6157,6263,6352
46,059,3145,3095,3140
46,061,3465,3496,3461
46,063,1307,1320,1330
46,065,17745,17768,17692
46,067,7421,7400,7368
46,069,1249,1215,1184
46,071,2801,2846,2821
46,073,1648,1640,1650
46,075,925,884,884
46,077,5203,5201,5294
46,079,11008,10863,10972
46,081,25838,26138,27214
46,083,65650,67995,70987
46,085,3709,3753,3692
46,087,5673,5723,5778
46,089,2402,2414,2395
46,091,4315,4319,4374
46,093,29900,30270,30698
46,095,1921,1908,1892
46,097,2310,2329,2304
46,099,197686,199925,203971
46,101,6343,6314,6349
46,102,13645,13549,13519
46,103,109563,111854,114461
46,105,2842,2823,2804
46,107,2480,2471,2438
46,109,10250,10178,10163
46,111,2325,2383,2415
46,115,6347,6273,6235
46,117,2969,3017,2999
46,119,1452,1471,1471
46,121,9317,9292,9220
46,123,5603,5566,5565
46,125,8672,8682,8856
46,127,16853,16868,17063
46,129,5286,5246,5265
46,135,23282,23334,23373
46,137,2392,2400,2395
47,000,6925619,6968351,7051339
47,001,77302,77567,78913
47,003,50381,51157,51950
47,005,15850,15839,16002
47,007,14954,14844,14798
47,009,135649,137649,139958
47,011,108820,109769,110616
47,013,39301,39409,39584
47,015,14568,14535,14788
47,017,28421,28287,28458
47,019,56362,56060,56410
47,021,41128,41547,41830
47,023,17377,17479,17609
47,025,32066,32146,32431
47,027,7588,7572,7620
47,029,36039,36370,36879
47,031,58134,58933,59728
47,033,13903,13993,13888
47,035,61377,62431,63522
47,037,716058,703372,708144
47,039,11437,11413,11564
47,041,20187,20478,21003
47,043,54442,55174,55761
47,045,36709,36586,36410
47,047,42151,42899,43630
47,049,18533,18837,19332
47,051,42839,43247,43942
47,053,50436,50537,50837
47,055,30340,30403,30554
47,057,23563,23833,24277
47,059,70333,70603,71405
47,061,13539,13586,13783
47,063,64537,64390,65168
47,065,367242,369027,374682
47,067,6625,6777,6845
47,069,25432,25276,25529
47,071,26805,26878,27077
47,073,56710,57257,58043
47,075,17824,17715,17550
47,077,27827,27916,27929
47,079,32144,32250,32379
47,081,24969,25085,25455
47,083,8303,8282,8219
47,085,19001,19200,19106
47,087,11634,11777,11989
47,089,54908,55562,56727
47,091,17990,18056,18086
47,093,480500,486812,494574
47,095,6988,6597,6507
47,097,25120,24922,24793
47,099,44182,44729,45415
47,101,12602,12854,12957
47,103,35335,35451,36004
47,105,55127,56672,58181
47,107,53344,53907,54719
47,109,25858,25854,25988
47,111,25263,25682,26229
47,113,98833,98585,99245
47,115,28865,28927,29094
47,117,34466,35032,35878
47,119,101824,105003,108159
47,121,12807,13029,13272
47,123,46395,46668,47740
47,125,221265,227841,235201
47,127,6471,6652,6742
47,129,21038,21101,21224
47,131,30767,30498,30394
47,133,22592,22856,23044
47,135,8379,8473,8685
47,137,5002,5082,5107
47,139,17568,17784,17863
47,141,80052,81255,82382
47,143,32934,33205,33730
47,145,53510,54056,55082
47,147,72945,74088,75470
47,149,343266,351202,360619
47,151,21878,21895,22035
47,153,15850,16445,16909
47,155,98562,99435,98789
47,157,929388,923352,916371
47,159,19970,20181,20489
47,161,13711,13830,14035
47,163,158237,159167,160820
47,165,197396,200582,203858
47,167,61041,61049,61656
47,169,11638,11619,12111
47,171,17883,17667,17674
47,173,19841,19996,20452
47,175,6174,6277,6429
47,177,41054,41529,42026
47,179,133213,133525,136172
47,181,16222,16336,16308
47,183,32899,32870,33063
47,185,27443,27557,28064
47,187,249538,256209,260815
47,189,148645,152010,158555
48,000,29232474,29558864,30029572
48,001,57926,58233,58064
48,003,18617,18411,18334
48,005,86376,86654,87101
48,007,23932,24519,24944
48,009,8554,8684,8835
48,011,1849,1838,1850
48,013,49134,49886,50864
48,015,30131,30421,31097
48,017,6868,6803,6779
48,019,20992,21551,22115
48,021,98046,102166,106188
48,023,3461,3456,3466
48,025,31049,30828,30394
48,027,372229,380241,388386
48,029,2015369,2030895,2059530
48,031,11450,11890,12418
48,033,641,621,585
48,035,18245,18495,18697
48,037,92924,92291,92035
48,039,373481,378858,388181
48,041,234486,237583,242014
48,043,9553,9459,9343
48,045,1419,1400,1431
48,047,7057,6994,6906
48,049,38048,38142,38373
48,051,17680,18110,18657
48,053,49473,51080,52502
48,055,45949,46904,47848
48,057,20063,19798,19706
48,059,13744,14078,14210
48,061,421445,423124,425208
48,063,12427,12594,12716
48,065,5791,5708,5784
48,067,28436,28557,28539
48,069,7336,7362,7298
48,071,47025,48721,51288
48,073,50488,51163,51645
48,075,6662,6781,6809
48,077,10250,10315,10486
48,079,2557,2491,2526
48,081,3295,3313,3333
48,083,7686,7736,7850
48,085,1075654,1114450,1158696
48,087,2638,2603,2568
48,089,20558,20592,20754
48,091,163640,174891,184642
48,093,13628,13804,13878
48,095,3303,3336,3340
48,097,41744,42408,43050
48,099,83146,84406,85057
48,101,1364,1357,1307
48,103,4673,4639,4546
48,105,3094,3015,2943
48,107,5093,5085,4998
48,109,2185,2182,2155
48,111,7126,7188,7241
48,113,2609966,2587954,2600840
48,115,12473,12412,12130
48,117,18526,18345,18377
48,119,5222,5337,5406
48,121,914324,943857,977281
48,123,19835,19949,19772
48,125,1758,1734,1726
48,127,8577,8479,8387
48,129,3279,3364,3339
48,131,9807,10003,9888
48,133,17775,17834,17944
48,135,165485,160764,160869
48,137,1424,1431,1422
48,139,194295,203107,212182
48,141,866547,868086,868763
48,143,42716,43389,43895
48,145,16954,17099,17049
48,147,35798,36716,37125
48,149,24471,24669,24913
48,151,3676,3678,3622
48,153,5368,5299,5235
48,155,1085,1052,1057
48,157,829036,860124,889146
48,159,10371,10472,10618
48,161,19445,19784,19950
48,163,18409,17548,17815
48,165,21699,21881,22181
48,167,351559,355309,357117
48,169,5817,6269,6262
48,171,26742,27282,27477
48,173,1117,1142,1164
48,175,7021,7146,7131
48,177,19679,19655,19832
48,179,21198,21085,21015
48,181,136100,139561,143131
48,183,124241,124052,125443
48,185,29430,30106,30754
48,187,173686,177254,182760
48,189,32465,32234,31827
48,191,2797,2845,2810
48,193,8247,8238,8298
48,195,5260,5138,5151
48,197,3559,3544,3516
48,199,56344,57044,57811
48,201,4734505,4735287,4780913
48,203,68798,69454,69955
48,205,5349,5389,5208
48,207,5432,5392,5403
48,209,243967,256065,269225
48,211,3363,3315,3217
48,213,82394,83590,84511
48,215,872806,880633,888367
48,217,35962,36430,37329
48,219,21503,21256,21161
48,221,62054,64263,66373
48,223,36824,37237,37804
48,225,22055,21958,21950
48,227,34812,34336,33672
48,229,3203,3289,3432
48,231,100257,103458,108282
48,233,20568,20411,20215
48,235,1511,1531,1530
48,237,8486,8718,8922
48,239,14992,15097,15142
48,241,32921,32570,32484
48,243,1986,1959,1903
48,245,256118,253531,250830
48,247,4846,4797,4763
48,249,38877,38923,38826
48,251,180945,187442,195506
48,253,19678,19809,19935
48,255,14763,14714,14836
48,257,147126,158216,172366
48,259,44547,46851,48973
48,261,351,342,358
48,263,761,746,740
48,265,52691,53136,53741
48,267,4291,4350,4422
48,269,266,256,233
48,271,3124,3117,3128
48,273,30977,30642,30362
48,275,3346,3307,3273
48,277,50126,50305,50484
48,279,13005,12886,12724
48,281,21707,22213,22785
48,283,6664,6716,6604
48,285,20348,20490,20589
48,287,17502,17671,17954
48,289,15731,15985,16209
48,291,92465,97382,101992
48,293,22139,22125,22253
48,295,3036,2907,2854
48,297,11349,11383,11428
48,299,21285,22013,22540
48,301,65,57,51
48,303,311564,314597,317561
48,305,5610,5652,5724
48,307,7591,7532,7497
48,309,261177,263714,266836
48,311,598,597,576
48,313,13464,13498,13661
48,315,9751,9618,9560
48,317,5252,5208,5217
48,319,3968,3929,3982
48,321,36280,36366,36125
48,323,57873,57841,57843
48,325,50939,52322,53723
48,327,1961,1964,1968
48,329,170348,168206,171999
48,331,24775,25189,25628
48,333,4447,4497,4500
48,335,9014,9050,8943
48,337,19994,20430,21063
48,339,625243,650261,678490
48,341,21264,21122,20996
48,343,11972,12009,12083
48,345,1063,1065,1032
48,347,64619,64699,64862
48,349,52828,53616,54636
48,351,12157,12202,12052
48,353,14723,14600,14473
48,355,353376,353230,351674
48,357,9954,9763,9606
48,359,1764,1730,1752
48,361,84747,84641,84934
48,363,28445,28676,29239
48,365,22492,22538,22677
48,367,149547,156966,165834
48,369,9854,9779,9620
48,371,15185,15126,14735
48,373,50494,51816,53255
48,375,118272,116538,115645
48,377,6109,6115,5939
48,379,12178,12449,12823
48,381,141342,144039,146140
48,383,3378,3228,3135
48,385,2743,2806,2840
48,387,11560,11547,11542
48,389,14763,13002,12905
48,391,6742,6700,6632
48,393,822,798,803
48,395,16771,16948,17153
48,397,109136,116549,123208
48,399,9919,9886,9859
48,401,52257,53071,53333
48,403,9888,9989,10048
48,405,7923,7900,7857
48,407,27531,27829,28348
48,409,68838,69701,69954
48,411,5722,5824,5824
48,413,2445,2443,2357
48,415,16937,16830,16686
48,417,3105,3177,3186
48,419,23927,23962,24008
48,421,2787,2791,2799
48,423,234195,237114,241922
48,425,9204,9472,9757
48,427,65861,65972,65728
48,429,9098,9434,9390
48,431,1381,1382,1417
48,433,1245,1208,1182
48,435,3355,3284,3217
48,437,6946,6996,6881
48,439,2115682,2129402,2154595
48,441,143444,143942,145163
48,443,750,720,693
48,445,11794,11721,11567
48,447,1453,1508,1550
48,449,31292,31266,31208
48,451,120194,119250,118892
48,453,1296515,1308544,1326436
48,455,13632,13809,13996
48,457,19811,19892,20030
48,459,41038,41811,42488
48,461,3301,3241,3152
48,463,24559,24810,24940
48,465,47605,47589,47606
48,467,59749,61200,62859
48,469,91303,90897,91065
48,471,76544,78322,78870
48,473,57304,59474,61894
48,475,11680,11111,10964
48,477,35805,35898,36159
48,479,267345,267633,267780
48,481,41564,41697,41824
48,483,4976,4905,4807
48,485,129617,130006,129978
48,487,12844,12688,12491
48,489,20150,20290,20143
48,491,615517,644451,671418
48,493,50051,51281,52735
48,495,7750,7373,7306
48,497,68943,71888,74895
48,499,45041,46031,46857
48,501,7675,7559,7451
48,503,17847,17911,17962
48,505,13874,13893,13849
48,507,9662,9487,9377
49,000,3283785,3339113,3380800
49,001,7087,7203,7327
49,003,57946,59693,61498
49,005,133624,137429,140173
49,007,20488,20361,20571
49,009,952,977,1014
49,011,363745,367446,369948
49,013,19617,19806,20161
49,015,9842,9963,10099
49,017,5107,5149,5281
49,019,9677,9665,9769
49,021,57708,60522,62429
49,023,11818,12192,12567
49,025,7688,7999,8227
49,027,13049,13175,13330
49,029,12381,12667,12832
49,031,1433,1482,1487
49,033,2500,2581,2628
49,035,1186921,1186440,1186257
49,037,14517,14476,14359
49,039,28521,29138,29724
49,041,21561,21918,22069
49,043,42482,43168,43036
49,045,73338,76734,79934
49,047,35671,36232,37141
49,049,663559,685806,702434
49,051,35063,36260,36619
49,053,182009,191476,197680
49,055,2508,2567,2645
49,057,262973,266588,269561
50,000,642893,646972,647064
50,001,37343,37444,37578
50,003,37300,37424,37392
50,005,30183,30423,30579
50,007,168386,169271,169301
50,009,5918,5965,5994
50,011,50040,50433,50731
50,013,7276,7418,7489
50,015,25917,26147,26090
50,017,29299,29625,29846
50,019,27404,27601,27666
50,021,60477,60720,60366
50,023,59756,60023,60048
50,025,45850,46128,45842
50,027,57744,58350,58142
51,000,8636471,8657365,8683619
51,001,33388,33364,33191
51,003,112502,113742,114534
51,005,15186,15024,14835
51,007,13268,13337,13455
51,009,31309,31391,31589
51,011,16154,16398,16748
51,013,238799,233574,234000
51,015,77567,77778,78064
51,017,4186,4087,4049
51,019,79553,80287,80848
51,021,6257,6179,6148
51,023,33637,33977,34135
51,025,15824,15979,15921
51,027,20249,19861,19352
51,029,16826,16940,16982
51,031,55625,55375,55141
51,033,30924,31402,31957
51,035,29142,29071,29147
51,036,6744,6631,6605
51,037,11541,11522,11475
51,041,365776,371276,378408
51,043,14813,14916,15266
51,045,4878,4876,4847
51,047,52766,53785,54381
51,049,9666,9696,9746
51,051,14074,13852,13725
51,053,27888,27999,28161
51,057,10595,10552,10630
51,059,1148558,1141645,1138331
51,061,72990,74022,74664
51,063,15469,15509,15619
51,065,27285,27797,28159
51,067,54486,55010,55074
51,069,91865,94014,95051
51,071,16785,16584,16453
51,073,38718,39131,39493
51,075,24853,25499,26109
51,077,15278,15330,15343
51,079,20606,21028,21107
51,081,11382,11412,11226
51,083,33920,33758,33644
51,085,110195,111821,112938
51,087,334344,333867,333962
51,089,50846,50296,49906
51,091,2241,2241,2301
51,093,38702,39393,40151
51,095,78478,79914,81199
51,097,6588,6668,6718
51,099,26822,27522,27856
51,101,17916,18205,18492
51,103,10897,10896,10750
51,105,22107,22061,21982
51,107,422669,428435,432085
51,109,37798,39032,40116
51,111,11947,11997,12031
51,113,13860,13950,14000
51,115,8520,8545,8490
51,117,30278,30300,30508
51,119,10616,10772,10943
51,121,99561,98835,98915
51,125,14737,14800,14652
51,127,23119,23979,24986
51,131,12208,12039,11900
51,133,11838,12046,12302
51,135,15639,15584,15559
51,137,36391,37189,37991
51,139,23687,23801,23750
51,141,17583,17668,17643
51,143,60365,60090,59952
51,145,30438,31172,31489
51,147,21898,21957,21927
51,149,43045,42998,43134
51,153,482790,485205,486943
51,155,33804,33808,33706
51,157,7321,7437,7502
51,159,8919,9049,9080
51,161,96922,96751,96914
51,163,22645,22639,22593
51,165,83765,84470,85397
51,167,25756,25577,25448
51,169,21585,21482,21476
51,171,44263,44829,44968
51,173,29782,29600,29449
51,175,17952,18037,17932
51,177,140594,143957,146688
51,179,157746,161584,163380
51,181,6551,6524,6527
51,183,10789,10812,10680
51,185,40405,40057,39821
51,187,40786,40957,41440
51,191,53889,53793,53958
51,193,18508,18732,18712
51,195,36061,35707,35421
51,197,28312,28200,28111
51,199,70228,71176,71341
51,510,159125,155203,155525
51,520,17295,17095,16975
51,530,6621,6615,6591
51,540,46465,45730,45373
51,550,249803,251739,252488
51,570,18187,18218,18294
51,580,5742,5731,5679
51,590,42577,42376,42229
51,595,5709,5622,5481
51,600,24175,24391,24835
51,610,14677,14546,14586
51,620,8149,8128,8247
51,630,27995,28458,28757
51,640,6714,6659,6730
51,650,137276,137847,138037
51,660,51706,51526,51158
51,670,23010,23145,22962
51,678,7321,7433,7457
51,680,78973,79118,79287
51,683,42692,42765,42642
51,685,17161,17082,16703
51,690,13479,13549,13725
51,700,186033,184764,184306
51,710,237738,235025,232995
51,720,3680,3631,3609
51,730,33388,33367,33394
51,735,12472,12609,12582
51,740,97954,97638,97029
51,750,16119,16542,16738
51,760,227008,227602,229395
51,770,99883,98744,97847
51,775,25399,25354,25523
51,790,25811,25653,25904
51,800,94697,96328,98537
51,810,459646,458680,455618
51,820,22276,22596,22808
51,830,15468,15675,15909
51,840,28009,28115,27936
53,000,7724031,7740745,7785786
53,001,20608,20640,20961
53,003,22325,22468,22508
53,005,207413,210585,212791
53,007,79228,79775,79926
53,009,77357,78442,77805
53,011,505301,512588,516779
53,013,3949,4015,4026
53,015,111019,111648,111956
53,017,43031,43838,44192
53,019,7196,7267,7448
53,021,97143,98126,98678
53,023,2298,2354,2363
53,025,99427,100440,101311
53,027,75855,76787,77038
53,029,86990,87557,86625
53,031,33063,33561,33589
53,033,2274094,2253038,2266789
53,035,275802,276591,277673
53,037,44626,44688,45189
53,039,22816,23178,23271
53,041,82556,84575,85370
53,043,10927,11277,11601
53,045,66029,67229,68166
53,047,42146,42741,43127
53,049,23491,23971,24113
53,051,13506,13906,14179
53,053,923524,927199,927380
53,055,17827,18615,18662
53,057,129884,130933,131179
53,059,12033,12207,12460
53,061,829869,836037,840079
53,063,541125,545498,549690
53,065,46587,47553,48229
53,067,295988,298078,298758
53,069,4443,4579,4688
53,071,62619,62158,61890
53,073,227430,226718,230677
53,075,47804,43238,47619
53,077,256702,256647,257001
54,000,1791420,1785526,1775156
54,001,15463,15445,15414
54,003,122691,126194,129490
54,005,21739,21367,20968
54,007,12397,12293,12185
54,009,22472,22109,21733
54,011,94234,93494,92730
54,013,6199,6165,6068
54,015,8007,7895,7814
54,017,7787,7739,7698
54,019,40425,40083,39487
54,021,7397,7389,7325
54,023,10988,11009,10968
54,025,32895,32698,32435
54,027,23097,23374,23468
54,029,29037,28591,28172
54,031,14241,14155,14192
54,033,65839,65436,64915
54,035,27720,27761,27716
54,037,57783,58520,58979
54,039,180217,177993,175515
54,041,17016,16897,16767
54,043,20363,20191,19901
54,045,32510,31917,31316
54,047,18921,18413,17850
54,049,56230,56117,55952
54,051,30497,30208,29752
54,053,25398,25290,25000
54,055,59517,59215,58700
54,057,26890,26866,26855
54,059,23487,23094,22573
54,061,105905,106487,106869
54,063,12380,12383,12296
54,065,17087,17280,17430
54,067,24554,24415,24335
54,069,42338,41878,41447
54,071,6132,6078,6011
54,073,7652,7612,7586
54,075,7864,7890,7819
54,077,34187,34270,34172
54,079,57432,57355,57015
54,081,74386,73801,72882
54,083,27892,27891,27600
54,085,8426,8388,8207
54,087,13986,13912,13834
54,089,11939,11892,11762
54,091,16684,16483,16342
54,093,6753,6675,6568
54,095,8296,8243,8183
54,097,23813,23820,23712
54,099,38864,38533,37998
54,101,8356,8286,8167
54,103,14392,14195,14025
54,105,5186,5059,5091
54,107,84142,83791,83340
54,109,21317,20991,20527
55,000,5896271,5880101,5892539
55,001,20675,20795,21226
55,003,16018,16054,16039
55,005,46714,46746,46843
55,007,16233,16304,16608
55,009,268921,268814,270036
55,011,13319,13312,13391
55,013,16579,16759,17036
55,015,52462,52587,52718
55,017,66337,66628,66807
55,019,34667,34722,34691
55,021,58516,58404,58193
55,023,16084,16082,16007
55,025,562577,561724,568203
55,027,89353,88657,88282
55,029,30120,30406,30526
55,031,44343,44026,44144
55,033,45441,44509,45651
55,035,105874,105988,106837
55,037,4560,4586,4688
55,039,104150,104166,103836
55,041,9165,9262,9381
55,043,51984,51285,51276
55,045,37036,37018,36816
55,047,19022,19249,19220
55,049,23709,23777,23865
55,051,6146,6193,6224
55,053,21096,20899,20836
55,055,86193,85796,85784
55,057,26780,26756,26866
55,059,169184,168465,167817
55,061,20550,20577,20623
55,063,120930,119367,120294
55,065,16613,16816,16877
55,067,19462,19505,19559
55,069,28429,28453,28376
55,071,81384,81479,81172
55,073,138047,137746,137958
55,075,41885,41849,41988
55,077,15594,15777,15779
55,078,4256,4292,4197
55,079,938527,924207,918661
55,081,46296,46246,46109
55,083,39080,39393,39633
55,085,37872,38282,38212
55,087,190961,191309,192127
55,089,91613,92551,93009
55,091,7347,7386,7410
55,093,42223,41606,42532
55,095,45032,45521,45709
55,097,70402,69429,70718
55,099,14032,14055,14179
55,101,197536,196439,195846
55,103,17272,17166,17090
55,105,163751,164192,164060
55,107,14179,14116,14186
55,109,93874,95055,96017
55,111,65793,65740,65777
55,113,18123,18247,18559
55,115,40873,40812,40886
55,117,118030,117697,117841
55,119,19937,19944,19975
55,121,30806,30730,30899
55,123,30698,30921,31060
55,125,23097,23522,23763
55,127,105308,105200,105380
55,129,16613,16760,16911
55,131,136784,137237,137688
55,133,407467,409080,410434
55,135,51791,51992,51488
55,137,24549,24797,24999
55,139,171800,170554,170718
55,141,74197,74085,73993
56,000,577605,579483,581381
56,001,37110,37860,38031
56,003,11481,11645,11855
56,005,47139,46533,47058
56,007,14504,14679,14542
56,009,13741,13678,13786
56,011,7186,7319,7448
56,013,39197,39422,39472
56,015,12514,12557,12562
56,017,4618,4574,4588
56,019,8467,8633,8730
56,021,100718,100794,100723
56,023,19657,20170,20660
56,025,80282,79660,79601
56,027,2452,2414,2380
56,029,29664,30142,30518
56,031,8632,8674,8645
56,033,31005,31667,32096
56,035,8738,8725,8763
56,037,42190,41582,41345
56,039,23377,23622,23287
56,041,20457,20655,20712
56,043,7658,7712,7719
56,045,6818,6766,6860
,,